review_id,source,source_url,place_page_url,place_name,official_name,official_province,google_place_id,google_rating,latitude,longitude,reviewer_hash,review_rating,review_date,review_text,collected_at_utc
bc24f66ddd59ae89378f,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=111118088286082171372&name=fenchi%20kurniasari&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FACg8ocJHZGE3y60L1pnNpBGaeIEBpQZafNFgIWpRDxy-h8t9tiQLzws64-c-rp-mo-br100-resize-.webp&id_post=93527&review=Pertama%20kali%20ke%20rs%20ini%20dan%20pakai%20pribadi%20bukan%20BPJS..%20ke%20spesialist%20anak%20karna%20anak%20batuk%203%20bln%20hilang%20timbul%20belum%20sembuh%20juga%2C%20pas%20masuk%20ruangan%20dokter%2C%20kita%20mau%20menjelaskan%20kondisi%20anak%20dan%20obat%20apa%20yg%20pernah%20diminum%20tapi%20itu%20dokter%20cuma%20%E2%80%A6%3Ca%20class%3D%22MtCSLb%22%20role%3D%22button%22%20tabindex%3D%220%22%20aria-label%3D%22Baca%20ulasan%20fenchi%20kurniasari%20lainnya%22%20jsaction%3D%22KoToPc%22%20data-ved%3D%220CAkQjStqFwoTCMCI3pebrosDFQAAAAAdAAAAABAS%22%3ESelengkapnya%3C%2Fa%3E&date=06%2F02%2F2022&rating=1%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,80169ac7eb737610,1.0,06/02/2022,"Pertama kali ke rs ini dan pakai pribadi bukan BPJS.. ke spesialist anak karna anak batuk 3 bln hilang timbul belum sembuh juga, pas masuk ruangan dokter, kita mau menjelaskan kondisi anak dan obat apa yg pernah diminum tapi itu dokter cuma …",2026-04-29T06:54:16.115643+00:00
499391c3cdf9f5fad67d,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=116054797092176778106&name=Nurma%20Velayati&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FALV-UjXUvFjVSQoqtjw6KxtsierqVBE6Wm8x2Nm-02wDRes6BW9guSYs64-c-rp-mo-ba2-br100-resize-.webp&id_post=93527&review=Pertama%20ke%20hermina%20anak%209%20bulan%20vaksin%20sama%20dr%20dhania%20SpA%20terus%20umur%202.5%20tahun%20di%20rawat%20inap%20sama%20dr%20prambudi%20.%20Umur%204.5%20tahun%20ke%20poli%20anak%20sama%20dr%20aldilla%20dan%20alih%20rawat%20ke%20dr%20ratu%20semua%20nya%20oke%20penjelasan%20detail%2C%20dokter%20nya%20ramah.%20Cuman%20%E2%80%A6%3Ca%20class%3D%22MtCSLb%22%20role%3D%22button%22%20tabindex%3D%220%22%20aria-label%3D%22Baca%20ulasan%20Nurma%20Velayati%20lainnya%22%20jsaction%3D%22KoToPc%22%20data-ved%3D%220CBQQjStqFwoTCMCI3pebrosDFQAAAAAdAAAAABAS%22%3ESelengkapnya%3C%2Fa%3E&date=06%2F02%2F2022&rating=5%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,101017ebc40c9009,5.0,06/02/2022,"Pertama ke hermina anak 9 bulan vaksin sama dr dhania SpA terus umur 2.5 tahun di rawat inap sama dr prambudi . Umur 4.5 tahun ke poli anak sama dr aldilla dan alih rawat ke dr ratu semua nya oke penjelasan detail, dokter nya ramah. Cuman …",2026-04-29T06:54:16.115643+00:00
dacbc210ff354de79eef,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=112330399994774670533&name=valentina%20Sulistiawati&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FACg8ocKYzBXj7xYEnmHRV0SpH21SzaUiQQp7bkArKGtCtvSW-PQW-Qs64-c-rp-mo-br100-resize-.webp&id_post=93527&review=Dibuat%20ribet..%20gak%20ngerti%20orang%20bawa%20anak%20bayi..%20disuruh%20bolak%2Fik...%20Awalnya%20mau%20kontrol%20.%20Abis%20kuota%20disuruh%20bsok%2C%2Cbsoknya%20Dateng%20surat%20rujukannya%20abis%20waktunya..%20kenapa%20gak%20bilang%20tu%20perawatnya%20klo%20abis%20waktunya%2C%2Cdisuruh%20urus%20dipuskes%2C%2C%20%E2%80%A6%3Ca%20class%3D%22MtCSLb%22%20role%3D%22button%22%20tabindex%3D%220%22%20aria-label%3D%22Baca%20ulasan%20valentina%20Sulistiawati%20lainnya%22%20jsaction%3D%22KoToPc%22%20data-ved%3D%220CCMQjStqFwoTCMCI3pebrosDFQAAAAAdAAAAABAS%22%3ESelengkapnya%3C%2Fa%3E&date=06%2F02%2F2022&rating=1%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,31314044758fc5ee,1.0,06/02/2022,"Dibuat ribet.. gak ngerti orang bawa anak bayi.. disuruh bolak/ik... Awalnya mau kontrol . Abis kuota disuruh bsok,,bsoknya Dateng surat rujukannya abis waktunya.. kenapa gak bilang tu perawatnya klo abis waktunya,,disuruh urus dipuskes,, …",2026-04-29T06:54:16.115643+00:00
713a484a155116b85e4a,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=118419744978628390912&name=Ina%20Fitri&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FALV-UjXub7i8XtmMx49Nu6YUZZhzrnBXiZM_XecfBNMLcu7LmFbzRsfbs64-c-rp-mo-br100-resize-.webp&id_post=93527&review=baru%20pertama%20kali%20di%20rujuk%20ke%20rs%20hermina%20untuk%20ketemu%20dr%20roro.%20sekalinya%20dateng%20%2C%20dijadwal%20pukul%2017-19%20nyatanya%20ketemu%20dr%20di%20jam%2022.30%20.%20ini%20yg%20di%20cek%20anak%20bayangin%20anak%20jam%20segitu%2C%20yg%20lbh%20kaget%20dr%20nya%20tidur%20.%20kalaupun%20capek%20lelah%20lebh%20baik%20%E2%80%A6%3Ca%20class%3D%22MtCSLb%22%20role%3D%22button%22%20tabindex%3D%220%22%20aria-label%3D%22Baca%20ulasan%20Ina%20Fitri%20lainnya%22%20jsaction%3D%22KoToPc%22%20data-ved%3D%220CCkQjStqFwoTCMCI3pebrosDFQAAAAAdAAAAABAZ%22%3ESelengkapnya%3C%2Fa%3E&date=06%2F02%2F2022&rating=1%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,da67d55ee60833f0,1.0,06/02/2022,"baru pertama kali di rujuk ke rs hermina untuk ketemu dr roro. sekalinya dateng , dijadwal pukul 17-19 nyatanya ketemu dr di jam 22.30 . ini yg di cek anak bayangin anak jam segitu, yg lbh kaget dr nya tidur . kalaupun capek lelah lebh baik …",2026-04-29T06:54:16.115643+00:00
8a67c56a19764b805c1b,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=114882594657626556373&name=ncuz%20gerrardya&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FALV-UjVX0f3Rfom9YaGTExqvR5bN9zTJZfjO5zt4cRhxdsjcPRd0c-ySs64-c-rp-mo-ba6-br100-resize-.webp&id_post=93527&review=Rutin%20antar%20ibu%20sebulan%202x%20disini.%20Ibu%20pakai%20BPJS.%20So%20far%20RS%20nyaman%2C%20bersih%2C%20petugas%20nya%20baik%20baik%20dan%20ramah%20%28pernah%20sih%20sekali%20di%20jutekin%20sama%20petugas%20di%20nurse%20station%2C%20but%20it%27s%20okay%2C%20never%20mind%29.%20Pernah%20ketinggalan%20HP%2C%20dan%20tanya%20kebagian%20security%20untuk%20lihat%20CCTV%2C%20dan%20boleh%20loh%20guys.%20Baik%20banget%20petugasnya.&date=06%2F02%2F2022&rating=5%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,2ab882f27962ae9b,5.0,06/02/2022,"Rutin antar ibu sebulan 2x disini. Ibu pakai BPJS. So far RS nyaman, bersih, petugas nya baik baik dan ramah (pernah sih sekali di jutekin sama petugas di nurse station, but it's okay, never mind). Pernah ketinggalan HP, dan tanya kebagian security untuk lihat CCTV, dan boleh loh guys. Baik banget petugasnya.",2026-04-29T06:54:16.115643+00:00
bfd30da9556f658bb4fe,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=107635656922800685682&name=Nur%20Santika&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FALV-UjXnhBcwt0zgITykkD2n-0Ixb_Dpv_HhYEwybkuWey3FphOBGc-9s64-c-rp-mo-br100-resize-.webp&id_post=93527&review=Alhamdulillah%20pelayanan%20sangat%20memuaskan.%20Respon%20perawat%20%26amp%3B%20dokter%20semuanya%20cepat%20tanggap%20dan%20ramah.%20Fasilitas%20AC%2CTV%2C%20toilet%2C%20bagus%20tempat%20nyaman%20dan%20bersih%20%28pengalaman%20pribadi%20kelas%201%29.%20Sukses%20selalu%20untuk%20RSU%20Hermina%20Lampung..&date=06%2F02%2F2022&rating=5%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,41cfe85708cc5541,5.0,06/02/2022,"Alhamdulillah pelayanan sangat memuaskan. Respon perawat & dokter semuanya cepat tanggap dan ramah. Fasilitas AC,TV, toilet, bagus tempat nyaman dan bersih (pengalaman pribadi kelas 1). Sukses selalu untuk RSU Hermina Lampung..",2026-04-29T06:54:16.115643+00:00
7cea0a3073881149815a,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=106799492836951090002&name=Ria%20Mareta&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FALV-UjXdQEiJqfOiGWSamm36YI1iGS2OfFIqz31nyr43L5PSrm2LKggs64-c-rp-mo-br100-resize-.webp&id_post=93527&review=Mantap%20pelayanan%20RS%20HERMINA%20lantai%208%20tempatnya%20bersih%2C%20susternya%20baik%20dan%20ramah%2C%20selalu%20perhatian%20kepada%20pasien.%20Jazakumullah%20khairan%2C%20semoga%20Allah%20berikan%20segala%20kebaikan%20untuk%20seluruh%20bagian%20dari%20RS%20HERMINA&date=06%2F02%2F2022&rating=5%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,c4d2d58551635213,5.0,06/02/2022,"Mantap pelayanan RS HERMINA lantai 8 tempatnya bersih, susternya baik dan ramah, selalu perhatian kepada pasien. Jazakumullah khairan, semoga Allah berikan segala kebaikan untuk seluruh bagian dari RS HERMINA",2026-04-29T06:54:16.115643+00:00
56ecf8051361b6ebfb0d,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=114647934497379658552&name=Mar%20Lan&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FACg8ocIApJhkykjH2eGbDTPLPOMBcTe8OhkkDRP6nLcfjsP3atlo0As64-c-rp-mo-br100-resize-.webp&id_post=93527&review=Rs%20Hermina%20lampung%20pelayanan%20nya%20baik%2C%20adek%20saya%20dirawat%20di%20lantai%205%20siti%20juleha%2C%20perawat%20nya%20ramah2%2C%20ada%20sus%20okta%2C%20sus%20jeje%2C%20sus%20vinny%2C%20sus%20dara%20dan%20banyak%20lagi.%20Terima%20kasih%20suter2.&date=06%2F02%2F2022&rating=5%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,97b30ac352faf987,5.0,06/02/2022,"Rs Hermina lampung pelayanan nya baik, adek saya dirawat di lantai 5 siti juleha, perawat nya ramah2, ada sus okta, sus jeje, sus vinny, sus dara dan banyak lagi. Terima kasih suter2.",2026-04-29T06:54:16.115643+00:00
104d2570606c9b7b9c69,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=110444892755090407773&name=Feri%20Irawan&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FACg8ocIcRs4qR-cPvEeXcbHPkK24cxegKNT4GsdtUrLqNTTUmFR27As64-c-rp-mo-br100-resize-.webp&id_post=93527&review=Rumah%20sakit%20Hermina%20Lampung%20ruangan%20nya%20sangat%20bagus%20tapi%20sangat%20di%20sayangkan%20tidak%20di%20imbangi%20dengan%20oknum%20perawat%20diruang%20rawat%20inap...masak%20infus%20habis%20dimalam%20hari%20bukan%20nya%20di%20ganti%20malah%20dibiarkan%20sampai%20besok%20paginya%20...%20dan%20oknum%20oknum%20perawat%20nya%20tidak%20ramah%20sama%20sekali....%20semoga%20cepat%20di%20beri%20teguran%20%21%21&date=06%2F02%2F2022&rating=1%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,989278cda4668006,1.0,06/02/2022,Rumah sakit Hermina Lampung ruangan nya sangat bagus tapi sangat di sayangkan tidak di imbangi dengan oknum perawat diruang rawat inap...masak infus habis dimalam hari bukan nya di ganti malah dibiarkan sampai besok paginya ... dan oknum oknum perawat nya tidak ramah sama sekali.... semoga cepat di beri teguran !!,2026-04-29T06:54:16.115643+00:00
744ef4cb48a556e11f74,jasaterdekat_google_maps_mirror,https://jasaterdekat.hpandroid.co.id/user_review.php?id=111108479056110291827&name=Dj%20setiawan&photo=https%3A%2F%2Fjasaterdekat.id%2Fwp-content%2Fuploads%2F2025%2F02%2FALV-UjVisTDPigDDRcUN8Pair9ldYGIW_ppcB5Prw-djey6TSJ-qnAgfs64-c-rp-mo-ba3-br100-resize-.webp&id_post=93527&review=ibu%20saya%20sdh%20boleh%20pulang%20setelah%205%20hari%20dirawat%20d%20rmh%20sakit%20hermina%2C%20tetapi..%20Saat%20ini%202%20hari%20kemudian%2C%20pas%20mau%20berobat%20di%20rmh%20sakit%20lain..%20Status%20ibu%20saya%20koq%20masih%20dalam%20perawatan%20di%20rmh%20sakit%20hermina%20yaa....%3F%3F%20%20Sehingga%20ibu%20saya%20data%20%E2%80%A6%3Ca%20class%3D%22MtCSLb%22%20role%3D%22button%22%20tabindex%3D%220%22%20aria-label%3D%22Baca%20ulasan%20Dj%20setiawan%20lainnya%22%20jsaction%3D%22KoToPc%22%20data-ved%3D%220CG0QjStqFwoTCMCI3pebrosDFQAAAAAdAAAAABAZ%22%3ESelengkapnya%3C%2Fa%3E&date=06%2F02%2F2022&rating=1%2C0,https://jasaterdekat.hpandroid.co.id/rsu-hermina-lampung-14139073371328979991/review/,Ulasan RSU Hermina Lampung,Hermina Lampung,LAMPUNG,ChIJjWJa0NHbQC4RF6Q_t1EUOMQ,4.1,-5.4177028,105.2608453,f7d31517c64da811,1.0,06/02/2022,"ibu saya sdh boleh pulang setelah 5 hari dirawat d rmh sakit hermina, tetapi.. Saat ini 2 hari kemudian, pas mau berobat di rmh sakit lain.. Status ibu saya koq masih dalam perawatan di rmh sakit hermina yaa....?? Sehingga ibu saya data …",2026-04-29T06:54:16.115643+00:00
